Review_Date,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
04/26/2016,Hotel Louis 2,United Kingdom,No Negative,The staff were great Extremely helpful Fantastic location,8.8,2,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ']",464 day
10/11/2015,The Trafalgar Hilton,United Kingdom,Dining area for breakfast,Location,9.6,5,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",662 day
08/04/2015,Park Lane Mews Hotel,Australia,Would suggest more attention to room repairs cleanliness in the room and bathroom,Staff friendliness during the weekday mornings was good and courteous Thank you,7.1,34,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 1 night ']",730 day
12/01/2015,Park Lane Mews Hotel,United Kingdom,Cleanliness and not soundproff so noisy from outside,Staff are polite,5.4,1,"[' Family with young children ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",611 day
11/23/2016,The Drayton Court Hotel,United States of America,The room was a little small but still cozy,Comfy bed helpful staff great location to train,9.6,5,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",253 day
07/14/2017,The Montcalm Marble Arch,Egypt,Everything,Perfect as usual,10,14,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",20 days
02/07/2016,The Montcalm Marble Arch,Saudi Arabia,They missed up my pick up from the airport and they didn t make it for us,No Positive,6.5,4,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",543 day
11/12/2016,The Royal Horseguards,Hong Kong,Cheap poorly executed recent renovation by Guoman Grubby elevators with scratched and smeared brass cheap and garish corridor lighting etc contribute to the overall ambience a failed cheap effort to layer a new metro hotel over a worn out post war classic Price gouging parking 110GBP overnight,Location is amazing Big rooms Great Internet free and fast Food was ok but nothing special,5.8,5,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",264 day
09/20/2016,The Royal Horseguards,Saudi Arabia,The room view and the housekeeping,The Wifi was good and the front office manager was very pleasant,5.8,1,"[' Business trip ', ' Solo traveler ', ' Executive Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",317 day
01/03/2016,Grange Fitzrovia Hotel,South Africa,Spare bed in each room was terrible outside noise was bad I received a parking ticket when I was told by reception I could Park outside the front of the hotel during a bank holiday 28th December,Well located,6.7,5,"[' Leisure trip ', ' Family with older children ', ' Comfort Triple Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",578 day
03/24/2017,The Hari London,Saudi Arabia,room size is very small its usual for London however not for 5 stars stranded,the design and staff are very attention to all details room service is very fast early check in was offered with out request,9.2,42,"[' Leisure trip ', ' Family with young children ', ' Superior King Room ', ' Stayed 1 night ']",132 day
08/15/2016,citizenM London Bankside,Hong Kong,No Negative,Perfect for a business trip Funky place with character touches in everything that make you smile from been stuck with stuffy business talk all day Friendly staff nice rooms good location,10,9,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",353 day
03/14/2017,citizenM London Bankside,United Kingdom,Size of the room was shall fit the amount of the money paid,The lightings size of the washroom,7.9,2,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",142 day
02/02/2016,citizenM London Bankside,United Kingdom,No Negative,The room,9.2,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",548 day
09/08/2015,Radisson Blu Edwardian Mercer Street,United Kingdom,however the room we had this time was much smaller then the one we stayed in previously we could hardly move and for 250 a night I thought it wasn t the best value for money,We like the location of the hotel as we have stayed here before,6.3,5,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",695 day
03/26/2017,Twenty Nevern Square Hotel,United Kingdom,The room was small and the bed moved around on the sloping floor,Very good location staff very friendly and helpful good value for money for central London Free tea and coffee 24hrs either room service or in the bar area,8.8,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']",130 day
10/07/2016,Twenty Nevern Square Hotel,United Kingdom,Cooked option should be available for breakfast,Central location Good value for money Fabulous staff,10,5,"[' Solo traveler ', ' Pasha Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",300 day
11/05/2015,Mercure Paris Gare Montparnasse,United States of America,No Negative,Location was perfect One block from Edgar Quinet Metro station which is 2 stops away from Denfert Rochereau transfer point for direct train to Charles De Gaulle airport Very close to Gare Montparnasse station Lively area where many ethnic restaurants shops cafes abound,9.6,16,"[' Leisure trip ', ' Couple ', ' Standard Room with Double Bed ', ' Stayed 2 nights ']",637 day
03/15/2017,Mercure Paris Centre Tour Eiffel,United Kingdom,Room a bit smaller,Great location Just 2 minutes from eiffel tower,9.2,1,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",141 day
03/28/2016,Banke H tel,Thailand,No Negative,Location is excellent near the metro supermarket Opera and Lafayatte Staff is really nice,8.8,1,"[' Business trip ', ' Group ', ' 2 rooms ', ' Stayed 5 nights ']",493 day
02/15/2016,Mondrian London,United Kingdom,Paid 654 for a river view suite We were given no special valentines treatment No breakfast Had to park 10 minutes away Place was cold and didn t warm up until we fell asleep Balcony very small It seems as they use the location to completely rip the socks off of you as you had to pay like 5 to listen to half an hour worth of entertainment on the tv Surprised I didn t get charged extra to take a sh t,Nice view comfortable,6.7,2,"[' Leisure trip ', ' Couple ', ' River View Balcony Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']",535 day
09/26/2016,Mondrian London,United Kingdom,price im broke now,everything,10,1,"[' Leisure trip ', ' Couple ', ' River View Deluxe ', ' Stayed 1 night ']",311 day
10/08/2015,Mondrian London,United Arab Emirates,No Negative,the terrace and the river view,10,6,"[' Leisure trip ', ' Couple ', ' River View Balcony Suite ', ' Stayed 3 nights ']",665 day
01/04/2016,NH London Kensington,United Kingdom,The location is a little out of the way,The breakfast,8.3,2,"[' Leisure trip ', ' Couple ', ' Standard Double ', ' Stayed 2 nights ']",577 day
10/10/2016,Saint James Albany Paris Hotel Spa,United Kingdom,Dirty carpets smell,No Positive,4.6,1,"[' Leisure trip ', ' Couple ', ' Superior Room with Spa access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",297 day
03/26/2017,Montfleuri,Malta,The WiFi was generally slow and worked intermittently,The hotel is very central and easy to reach from the airport by the Direct 2 bus It is a short distance from a metro station The room is clean and the staff helpful,9.2,23,"[' Business trip ', ' Solo traveler ', ' Classic Double or Single Room ', ' Stayed 5 nights ']",130 day
03/29/2016,The Academy,United Kingdom,The room is quite old need some refurbishment Air conditioner making some water noises which was a little bit annoying,The Academy is in very good and convenient location only 5 minutes walk from Goodge Street Tube Station 10 12 mins to Tottenham Court Road Tube Station also within easy reach to Soho and China Town 15 20 minutes by walk The bed is very comfy,8.3,51,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",492 day
03/04/2017,Mercure Paris Terminus Nord,United Kingdom,Two elderly towels a sink that didn t drain properly and a useless hairdryer fixed to the wall Hospitality tray mean spirited one tiny milk carton,Bed was comfortable and lobby and bar area good,6.3,4,"[' Business trip ', ' Solo traveler ', ' Standard Room with 1 Single Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']",152 day
07/10/2017,Mercure Paris Terminus Nord,Malaysia,No Negative,Very good and strategic location easy to get halal food and tour bus,8.3,1,"[' Leisure trip ', ' Family with young children ', ' Standard Room with 1 Double Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']",24 days
05/09/2016,Mercure Paris Terminus Nord,United States of America,Was a little noisy outside,Staff location baggage check,9.2,1,"[' Leisure trip ', ' Solo traveler ', ' Standard Room with 1 Single Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",451 day
08/17/2015,H tel Moli re,United States of America,No Negative,Location is wonderful 2 blocks from the Louvre A boutique hotel that feels very European and intimate almost like a BB B where they recognize you and call you by name It is a little surprising It looks unimpressive from the outside but everything inside was very nice and modern and well maintained,9.6,1,"[' Leisure trip ', ' Family with older children ', ' Suite 4 Adults ', ' Stayed 6 nights ']",717 day
03/20/2017,Royal Garden Champs Elysees,Netherlands,The furnishings were outdated making the bathroom look dirty but I think the tiles were just old and damaged The bed was really terrible One of the water bottles provided was half empty when we arrived,The location of the hotel was really great shops just around the corner and lots of great restaurants to choose from Staff were very friendly and helpful and breakfast was good too,7.1,6,"[' Leisure trip ', ' Family with young children ', ' Two Connecting Double Rooms ', ' Stayed 2 nights ']",136 day
03/20/2017,H tel Paris Bastille Boutet MGallery by Sofitel,Switzerland,No Negative,Very efficient and friendly staff,9.2,19,"[' Leisure trip ', ' Group ', ' Superior Twin Room with Pool Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",136 day
04/12/2017,Montcalm Royal London House City of London,United Kingdom,No Negative,Location rooftop bar and views friendly helpful staff,10,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",113 day
06/27/2016,Conrad London St James,United Kingdom,No Negative,Lovely hotel Great staff Great location,10,82,"[' Leisure trip ', ' Group ', ' Accessible King Room with Lounge Access ', ' Stayed 1 night ']",402 day
11/22/2016,London Marriott Hotel West India Quay,Switzerland,Reception staff are generally unfriendly abrupt Rooms are rarely ready unless you arrive in the evening and there is always a problem with the room you requested at booking I have stayed here for weekends for the past 4 years always encounter the same issues with reception Also this year upon arrival there was no gas in the kitchen so there was no hot bar food all day only salads Last year no wifi available the whole weekend A hotel of this rating is supposed to eliminate all stress upon arrival instead it creates stress,Excellent breakfast lovely lounge area nice bedrooms Restaurant staff are so professional friendly The restaurant bar area are well managed are the best feature of this hotel,8.3,11,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ']",254 day
05/16/2017,London Marriott Hotel West India Quay,United Kingdom,No Negative,Great location as a base for London right on the DLR line and quiet out of the hussle and bussle of the centre Well worth the money,10,1,"[' Leisure trip ', ' Group ', ' Deluxe King or Twin Room ', ' Stayed 2 nights ']",79 days
04/12/2016,London Marriott Hotel West India Quay,United Kingdom,The dated rooms very low standard,The commitment of the staff,8.8,2,"[' Leisure trip ', ' Group ', ' Deluxe King or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",478 day
09/28/2016,London Hilton on Park Lane,United States of America,This is not a 4 star hotel The bed was terrible The carpet had multiple stains The mini fridge was not even cool The shower head looked expensive but it was terribly inefficient Impractical design of the bathroom no counter space and room not much storage space I know all hotels are expensive in London but this was not worth the money,Good location and very large room Breakfast was a good surprise,5.8,1,"[' Leisure trip ', ' Couple ', ' Executive King Room with Lounge Access ', ' Stayed 3 nights ']",309 day
05/26/2017,Radisson Blu Portman Hotel London,Kuwait,Rooms were not as shown on pictures,No Positive,4.6,1,"[' Leisure trip ', ' Group ', ' Superior Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",69 days
06/12/2017,H tel France d Antin Op ra,Australia,Room and bathroom was very small but apparently this is normal for rooms in Paris,Convenient location helpful staff pleasant calming atmosphere Had separate areas for relaxing,9.6,3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",52 days
04/30/2016,Royal Saint Honore,United Kingdom,No Negative,Although my room was quite compact and facing the inner courtyard its presentation was good and it was quiet and private,9.6,22,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']",460 day
06/25/2017,Hilton London Metropole,Brazil,I loved everything,Wonderful staff and location The beds were super comfortable We got an easy early check in for free Lots of complimentary service,9.6,3,"[' Leisure trip ', ' Family with young children ', ' Superior Queen Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",39 days
08/07/2016,Hilton London Metropole,United Kingdom,Some of the staff was very very rude not helpful at all The lamp in my room didn t work only had little light next to the bed it was dark all night,No Positive,4.6,2,"[' Leisure trip ', ' Group ', ' Twin Hilton Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",361 day
08/30/2015,Hilton London Metropole,United Kingdom,The checking in process was long and tiresome we where called and then ignored for 10 15minutes The rooms were appalling very little space with old appliances littering the room 1980 s fridge was our tv stand Room cleanliness was at best 3 10 For a conclusion location was great however the hotel was not especially for the price that they charge Will not go to this hotel again please look somewhere else,The downstairs lobby was very inviting and allowed us to relax,3.8,1,"[' Leisure trip ', ' Family with older children ', ' Twin Hilton Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",704 day
12/12/2016,Hilton London Metropole,Malaysia,lobby a tad too much people traffic,the breakfast spread the executive lounge the heated pool in winter,9.2,1,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ']",234 day
04/19/2016,Hilton London Metropole,India,rooms should have indian adapters for charging for iphones ipads internet usage instructions were not clear rooms had no view,No Positive,7.1,1,"[' Leisure trip ', ' Solo traveler ', ' King Hilton Guest Room ', ' Stayed 1 night ']",471 day
09/01/2015,Hilton London Metropole,United Kingdom,Bathroom clean and nice just a bit tatty,good facilities friendly service comfy room,8.8,3,"[' Leisure trip ', ' Couple ', ' King Suite with Lounge Access ', ' Stayed 1 night ']",702 day
05/08/2017,Portobello House,United Kingdom,We would of liked a bath as room was expensive Breakfast could of been a little better,The area felt safe Room was clean and bright but small,7.1,1,"[' Leisure trip ', ' Family with young children ', ' Club King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",87 days
06/28/2016,Henry VIII,Guadeloupe,can t see why it was a 4 star seemed more like a 2 or at best 3 i believe other hotels in the area probably offer better value better location and better facilities,not much to like really location ok but other hotels in bayswater have better locations,3.8,2,"[' Leisure trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 1 night ']",401 day
07/28/2016,Henry VIII,United Kingdom,No Negative,The staff were lovely and accommodating the location is great and breakfast is very good,8.3,4,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 1 night ']",371 day
05/31/2017,Goodenough Club,Italy,No Negative,Breakfast in a real college WOW,8.3,5,"[' Leisure trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 1 night ']",64 days
04/22/2017,Hotel Vignon,United Kingdom,Slight unhealthy smell in the foyer No proper cartons of milk and not enough tea bags in the room,Staff friendly and helpful Rooms nicely decorated and welcoming,7.5,1,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",103 day
07/10/2017,Park Plaza Victoria London,Turkey,The windows are not good enough and the noise of the street is just in the room,The bed was very comfortable The breakfast is good and served in a very lovely restaurant Very very close to Victoria Station there is also Argos a few meters away But the best thing about the hotel is the people working in the reception They are especially Monika and Avi are very helpful,8.8,16,"[' Leisure trip ', ' Family with young children ', ' Executive Studio ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",24 days
01/12/2016,Park Plaza Victoria London,United Kingdom,No Negative,The room was very spacious and well equipped likewise the bathroom We had asked for a room close to the lift and were in the first one in the corridor The staff were very friendly and helpful Night room service was welcome A very comfortable stay,10,1,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",569 day
08/25/2016,Park Plaza Victoria London,Israel,No Negative,Location convenience good feeling with people,9.6,99,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ']",343 day
11/07/2016,Grange Beauchamp Hotel,United Kingdom,The room was in need of a proper clean lots of dust on top of the television and spiderwebs in one of the wall lamps The shower was almost unusable as the water pressure was very low and the shower head was clogged with limescale,The staff were friendly and welcoming,7.1,1,"[' Leisure trip ', ' Solo traveler ', ' Single Cabin Room ', ' Stayed 1 night ']",269 day
12/26/2016,Club Quarters Hotel St Paul s,Italy,I booked the room and added my children to the booking however when I got to the facility after traveling all day I was told I did not book the right room After traveling with children I just wanted to relax in the room I booked a month in advance I should have been able to check in the room I booked then later tell them if it was too small or not They changed my booking without asking I did not like that,Comfortable and convenient,7.9,1,"[' Leisure trip ', ' Family with young children ', ' Standard Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",220 day
06/12/2017,Club Quarters Hotel St Paul s,Panama,Air condition,The lobby and rooms,9.2,6,"[' Business trip ', ' Couple ', ' One Room Suite with Kitchenette ', ' Stayed 4 nights ']",52 days
06/22/2016,Club Quarters Hotel St Paul s,United Kingdom,Unbearably hot with no way to open the windows,No Positive,7.1,9,"[' Business trip ', ' Solo traveler ', ' Small Queen Room ', ' Stayed 1 night ']",407 day
08/25/2015,Hotel Elys es Bassano,Malaysia,No Negative,Friendly staff Superb services I dont speak french but the staff helped alot Room is clean,9.6,9,"[' Leisure trip ', ' Family with young children ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",709 day
01/17/2017,H tel Beauchamps,France,Bathroom not that good,No Positive,5.6,1,"[' Leisure trip ', ' Group ', ' Superior Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",198 day
03/30/2016,The Nadler Kensington,United Kingdom,All good,Based on the fact I was in central London and on a budget the room was very nice small but hey this is central london with even a little kitchen area and iron Everything I needed Very clean very pleasant,10,6,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",491 day
07/25/2017,H tel Vernet,Belgium,Breakfast was not included and rather basic for the price of 25,Great location parallell with Champs Elysees Quiet hotel Beautiful design and interior Nice room deluxe superior,8.3,8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",9 days
09/08/2015,Rosewood London,Australia,No Negative,The friendly service and stylish fit out,10,3,"[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",695 day
02/02/2017,Mayflower Hotel Apartments,United Kingdom,The bed was two singles attached together and there was a noticeable gap when sleeping which made for an uncomfortable nights sleep It also wasn t what I thought I was booking they had no pictures of the apartment so I thought a suite was a large room won t have booked if I knew it was an apartment It was also 5 floors up with no lift and this was difficult with a sore back,No Positive,6.3,1,"[' Leisure trip ', ' Couple ', ' Superior Studio Apartment ', ' Stayed 1 night ', ' Submitted from a mobile device ']",182 day
02/01/2016,Mayflower Hotel Apartments,Spain,Era un tercer piso sin ascensor,el apartamento muy confortable en general,7.5,1,"[' Leisure trip ', ' Couple ', ' Superior Studio Apartment ', ' Stayed 3 nights ']",549 day
05/31/2016,Hotel Xanadu,United Kingdom,Silly very minor point not enough milk for the coffee in the room and the coffee wasn t very nice,No Positive,9.6,3,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 1 night ']",429 day
12/14/2016,DoubleTree by Hilton London Docklands Riverside,United Kingdom,Room was right next to talking elevator which went all night The corridor was really noisy Didn t sleep much No aircon Breakfast and wifi are exorbitantly priced,Room was clean and large Got free ferry voucher to Canary Wharf,5,3,"[' Business trip ', ' Solo traveler ', ' Double Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",232 day
02/16/2016,DoubleTree by Hilton London Docklands Riverside,United Kingdom,Room was cold bed was uncomfortable woke up at 6 15am by banging which was unloading of a Lorry outside our window Breakfast was messy and not a lot left at 9 00am,No Positive,2.5,1,"[' Leisure trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",534 day
02/11/2017,DoubleTree by Hilton London Docklands Riverside,United Kingdom,No Negative,Not much We were promised a queen size bed and a view of the river we didn t get either Considering the price we didn t get Value for money,5,9,"[' Leisure trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",173 day
03/13/2016,DoubleTree by Hilton London Docklands Riverside,United Kingdom,No swimming pool sauna etc anymore,Julie on reception got us all sorted out for the correct room,9.2,2,"[' Leisure trip ', ' Couple ', ' Twin Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",508 day
09/13/2015,Bentley London,Netherlands,Feels a bit in quiet in the hotel,Chique area 2 min from tube beautiful spacious room gym sauna,8.8,28,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",690 day
09/06/2016,Park Grand Paddington Court,Hong Kong,The pictures on the booking com is totally misleading The room is very old way too small only fit a double bed n nothing else I bet u in if u are 200lbs u cannot fit in the bedroom,Only location nothing else we like,3.8,3,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",331 day
10/06/2015,Park Grand Paddington Court,United Kingdom,There were no staff in the Restaurant when we attended so we went out Restaurant could have been done more modern,Rooms are done beautifully Staff are very friendly,9.6,1,"[' Leisure trip ', ' Couple ', ' Deluxe Twin Room ', ' Stayed 1 night ']",667 day
11/07/2016,Park Grand Paddington Court,United Kingdom,The bed had a big dip in the middle of it,The staff was lovely,7.9,2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",269 day
02/15/2016,Park Grand Paddington Court,Switzerland,No Negative,Reception staff were excellent and very helpful,8.3,9,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']",535 day
12/22/2016,Forest Hill Paris la Villette,United States of America,The hotel told me that my card was declined for security deposit I kept having them re swipe I checked my statement and had been charged five 100 deposits that they said were declined When I went to the front desk to explain I overheard someone having an identical situation It took some time about two weeks for the charges to be removed which was an inconvenience on vacation,Price was more than reasonable for the area Location was not near to sites but the metro was directly next to hotel and was extremely easy to use The bathroom was modern and the housekeeping ladies were superb,7.1,1,"[' With a pet ', ' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",224 day
09/02/2015,Le Pavillon de la Reine Spa,Italy,A fire alarm went off due to a technical error while we were relaxing in our room With our small children we rushed down several flights of stairs to the entrance A complimentary aperitif or even a simple apology for the inconvenience would have been appreciated for the gesture,Charming hotel in tranquil location in Place des Vosges Courteous staff The hotel has its own parking facility which is very convenient and complimentary for guests,7.5,8,"[' Leisure trip ', ' Family with young children ', ' Superior Junior Suite ', ' Stayed 3 nights ']",701 day
10/30/2016,H10 London Waterloo,United Kingdom,No Negative,View,9.2,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",277 day
12/22/2016,Bloomsbury Palace Hotel,United Kingdom,A triple room is a double with an extra squeaky bed prized in No space to get to kettle or to use dressing table Freezing cold room with very draughty windows and a heater that is luke warm,Location is good and breakfast is nice but very stuffy breakfast room with no windows,6.7,1,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",224 day
05/12/2017,Bloomsbury Palace Hotel,France,Minuscule room hot and stuffy noisy traffic uncomfortable bed,Friendly staff decent breakfast convenient location,5,2,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",83 days
10/25/2015,Bloomsbury Palace Hotel,United Kingdom,Bed small and pillows cheap with plumbing a bit amateurish,Good English breakfast in a great location,7.1,2,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",648 day
01/18/2017,Grand Pigalle Hotel,Greece,Room is small Bathroom and especially the shower is extremely tight Shower has old school curtain,Great value for money Very cozy feeling Nice design Nice people Cool bar Nice neighbourhood Clean,9.6,14,"[' Leisure trip ', ' Solo traveler ', ' Superior Room Pigalle ', ' Stayed 4 nights ']",197 day
04/23/2017,Innkeeper s Lodge London Greenwich,United Kingdom,No Negative,Really spacious clean family room good breakfast choice friendly staff great location,9.6,1,"[' Leisure trip ', ' Family with young children ', ' Family Suite 2 Adults 2 Children ', ' Stayed 1 night ', ' Submitted from a mobile device ']",102 day
12/11/2016,Hotel Duminy Vendome,Kuwait,Slow and tiny elevators,No Positive,9.2,3,"[' Leisure trip ', ' Family with young children ', ' Deluxe double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",235 day
04/18/2017,Holiday Inn London Mayfair,Saudi Arabia,i dont like the restaurant becuse the dont have alot of choices,i like the location,8.8,1,"[' Leisure trip ', ' Solo traveler ', ' Room Selected at Check In ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",107 day
05/01/2017,Royal Saint Michel,United Kingdom,the lift was a bit small,The location was perfect travelling by train with a 5 year old was made a lot easier by the metro being so close you can get direct train to The palace of versailles It was also only a few metro stops to catch the train to Disney land Paris The hotel was small and friendly The breakfasts were good and we filled up so did not really need lunch I was worried that the room would be to small but for Paris sizes it wasn t to bad The hotel is right next to some lovely streets for evening meals drinks or crepes Although it was very lively of an evening we were able to go out and eat with our daughter and have a family meal and a little walk around before heading back to the hotel once back in the room we were surprised how quiet it was All in all i would recommend for mini breaks in Paris,9.2,1,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 3 nights ']",94 days
11/05/2015,Paddington Court Executive Rooms,Australia,Noise from outside,Location to Paddington,7.1,1,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",637 day
11/24/2016,Hyatt Regency Paris Etoile,France,Wifi connections work The internet however does not The hotel is under renovation Because of that access to rooms is organised in a very convoluted manner The part of the hotel yet to be renovated looks rather shabby Certainly not worth the price We were asked for our e mail address because it was missing from the file Two days later newsletters and commercial offers from Hyatt started pouring in Ironically the unsolicited messages try to convey the impression that you re given the opportunity to be part of some exclusive club In reality all you get is a small room showing its age at least in that hotel I ve stayed in Paris hotels that were cheaper better equipped and much much closer to the city center,Adequate breakfast,3.8,15,"[' Family with young children ', ' King Room ', ' Stayed 1 night ']",252 day
06/07/2016,Hyatt Regency Paris Etoile,Germany,Very Old Hotel Not worth a penny and not even worth Hyatt brand name completely disguised,Location,4.6,1,"[' Leisure trip ', ' Couple ', ' King Room ', ' Stayed 1 night ']",422 day
05/09/2017,Mercure Paris Montmartre Sacr Coeur,Finland,A lighter breakfast e g only coffee and croisant was not an option Anyway the staff arranged it when we asked it,The outdoor terrace was very nice The environment beside the Montmartre cemetery was peaceful and the cemetery itself really beautiful Good connections with other neighborhoods e g a bus to the Opera where you can take a bus to the airport departed right next to the hotel,10,2,"[' Leisure trip ', ' Couple ', ' Superior Room with 1 kingsize bed ', ' Stayed 4 nights ']",86 days
05/03/2017,H tel Bourgogne Montana by MH,Greece,I could not get the invoice I asked for,No Positive,8.3,1,"[' Business trip ', ' Group ', ' Superior Double Room La S duisante ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",92 days
02/20/2016,Hotel Le Squara,Russia,Tiny room Expensive breakfast,Superb location near the metro Moulin Rouge and close to Montmartre area Historical renovated building of the hotel makes romantic atmosphere A lot of cafes and bars around,7.5,15,"[' Business trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 2 nights ']",530 day
12/09/2015,South Place Hotel,United Kingdom,We had one of the inner rooms on the 2nd floor I had asked for a quiet room Unfortunately the music from a party and from the bar was so noisy that we could not get to sleep Breakfast menu seemed a bit dated A wider range buffet style with more fresh fruit and veg would have made a big difference as opposed to the tired uninspiring English breakfast choices A more sumptuous breakfast would have justified the prices and upped the hotel to another category,Staff were really helpful when we needed to change room due to noise from parties in hotel one of the breakfast orders was wrong but was rectified quickly and without any fuss Up to date tech facilities Wonderful bathroom facilities,7.1,1,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",603 day
